Data;Custo;Faturamento;Ganho;Quantidade;
11/08/2023 18:47; R$ 461,00 ; R$ 875,00 ; R$ 414,00 ;13;
11/08/2023 18:42; R$ 334,00 ; R$ 720,00 ; R$ 386,00 ;8;
11/08/2023 18:39; R$ 780,00 ; R$ 1.683,00 ; R$ 903,00 ;16;
11/08/2023 18:35; R$ 635,00 ; R$ 1.280,00 ; R$ 645,00 ;15;
11/08/2023 18:23; R$ 518,00 ; R$ 972,00 ; R$ 454,00 ;12;
11/08/2023 18:23; R$ 127,00 ; R$ 325,00 ; R$ 198,00 ;2;
11/08/2023 18:23; R$ 225,00 ; R$ 359,00 ; R$ 134,00 ;6;
11/08/2023 18:20; R$ 329,00 ; R$ 675,00 ; R$ 346,00 ;7;
11/08/2023 18:17; R$ 411,00 ; R$ 719,00 ; R$ 308,00 ;9;
11/08/2023 18:17; R$ 110,00 ; R$ 206,00 ; R$ 96,00 ;2;
11/08/2023 18:13; R$ 259,00 ; R$ 576,00 ; R$ 317,00 ;5;
11/08/2023 18:13; R$ 45,00 ; R$ 87,00 ; R$ 42,00 ;2;
11/08/2023 18:12; R$ 468,00 ; R$ 789,00 ; R$ 321,00 ;11;
11/08/2023 18:12; R$ 436,00 ; R$ 1.010,00 ; R$ 574,00 ;10;
11/08/2023 18:10; R$ 498,00 ; R$ 882,00 ; R$ 384,00 ;12;
11/08/2023 18:08; R$ 566,00 ; R$ 1.243,00 ; R$ 677,00 ;13;
11/08/2023 18:07; R$ 353,00 ; R$ 615,00 ; R$ 262,00 ;7;
11/08/2023 18:04; R$ 406,00 ; R$ 835,00 ; R$ 429,00 ;10;
11/08/2023 18:03; R$ 278,00 ; R$ 482,00 ; R$ 204,00 ;5;
11/08/2023 17:59; R$ 172,00 ; R$ 364,00 ; R$ 192,00 ;6;
11/08/2023 17:56; R$ 409,00 ; R$ 898,00 ; R$ 489,00 ;8;
11/08/2023 17:55; R$ 440,00 ; R$ 796,00 ; R$ 356,00 ;8;
11/08/2023 17:55; R$ 594,00 ; R$ 1.272,00 ; R$ 678,00 ;11;
11/08/2023 17:54; R$ 401,00 ; R$ 945,00 ; R$ 544,00 ;9;
11/08/2023 17:53; R$ 113,00 ; R$ 225,00 ; R$ 112,00 ;3;
11/08/2023 17:52; R$ 537,00 ; R$ 994,00 ; R$ 457,00 ;9;
11/08/2023 17:50; R$ 176,00 ; R$ 352,00 ; R$ 176,00 ;3;
11/08/2023 17:44; R$ 290,00 ; R$ 595,00 ; R$ 305,00 ;6;
11/08/2023 17:35; R$ 543,00 ; R$ 917,00 ; R$ 374,00 ;13;
11/08/2023 17:31; R$ 256,00 ; R$ 497,00 ; R$ 241,00 ;5;
11/08/2023 17:30; R$ 211,00 ; R$ 540,00 ; R$ 329,00 ;5;
11/08/2023 17:24; R$ 657,00 ; R$ 1.385,00 ; R$ 728,00 ;12;
11/08/2023 17:20; R$ 525,00 ; R$ 1.075,00 ; R$ 550,00 ;11;
11/08/2023 17:17; R$ 71,00 ; R$ 111,00 ; R$ 40,00 ;2;
11/08/2023 17:15; R$ 512,00 ; R$ 1.121,00 ; R$ 609,00 ;12;
11/08/2023 17:14; R$ 46,00 ; R$ 133,00 ; R$ 87,00 ;2;
11/08/2023 17:13; R$ 446,00 ; R$ 770,00 ; R$ 324,00 ;10;
11/08/2023 17:12; R$ 190,00 ; R$ 318,00 ; R$ 128,00 ;4;
11/08/2023 17:11; R$ 313,00 ; R$ 514,00 ; R$ 201,00 ;6;
11/08/2023 17:11; R$ 825,00 ; R$ 1.653,00 ; R$ 828,00 ;16;
11/08/2023 17:05; R$ 238,00 ; R$ 478,00 ; R$ 240,00 ;5;
11/08/2023 17:03; R$ 410,00 ; R$ 907,00 ; R$ 497,00 ;8;
11/08/2023 17:02; R$ 732,00 ; R$ 1.302,00 ; R$ 570,00 ;15;
11/08/2023 17:00; R$ 381,00 ; R$ 734,00 ; R$ 353,00 ;11;
11/08/2023 16:59; R$ 605,00 ; R$ 1.313,00 ; R$ 708,00 ;12;
11/08/2023 16:52; R$ 772,00 ; R$ 1.643,00 ; R$ 871,00 ;16;
11/08/2023 16:49; R$ 420,00 ; R$ 790,00 ; R$ 370,00 ;10;
11/08/2023 16:43; R$ 674,00 ; R$ 1.335,00 ; R$ 661,00 ;15;
11/08/2023 16:42; R$ 104,00 ; R$ 207,00 ; R$ 103,00 ;3;
11/08/2023 16:36; R$ 109,00 ; R$ 138,00 ; R$ 29,00 ;2;
11/08/2023 16:35; R$ 199,00 ; R$ 507,00 ; R$ 308,00 ;4;
11/08/2023 16:34; R$ 230,00 ; R$ 516,00 ; R$ 286,00 ;7;
11/08/2023 16:30; R$ 400,00 ; R$ 1.003,00 ; R$ 603,00 ;10;
11/08/2023 16:28; R$ 195,00 ; R$ 502,00 ; R$ 307,00 ;6;
11/08/2023 16:22; R$ 313,00 ; R$ 661,00 ; R$ 348,00 ;8;
11/08/2023 16:08; R$ 264,00 ; R$ 490,00 ; R$ 226,00 ;5;
11/08/2023 16:08; R$ 526,00 ; R$ 1.050,00 ; R$ 524,00 ;12;
11/08/2023 16:08; R$ 420,00 ; R$ 771,00 ; R$ 351,00 ;9;
11/08/2023 16:03; R$ 654,00 ; R$ 1.396,00 ; R$ 742,00 ;14;
11/08/2023 15:58; R$ 618,00 ; R$ 1.114,00 ; R$ 496,00 ;14;
11/08/2023 15:55; R$ 591,00 ; R$ 1.048,00 ; R$ 457,00 ;12;
11/08/2023 15:55; R$ 157,00 ; R$ 263,00 ; R$ 106,00 ;2;
11/08/2023 15:55; R$ 366,00 ; R$ 776,00 ; R$ 410,00 ;9;
11/08/2023 15:54; R$ 534,00 ; R$ 1.127,00 ; R$ 593,00 ;11;
11/08/2023 15:53; R$ 550,00 ; R$ 1.189,00 ; R$ 639,00 ;14;
11/08/2023 15:47; R$ 328,00 ; R$ 571,00 ; R$ 243,00 ;7;
11/08/2023 15:47; R$ 668,00 ; R$ 1.324,00 ; R$ 656,00 ;16;
11/08/2023 15:41; R$ 106,00 ; R$ 179,00 ; R$ 73,00 ;2;
11/08/2023 15:41; R$ 510,00 ; R$ 1.044,00 ; R$ 534,00 ;14;
11/08/2023 15:41; R$ 148,00 ; R$ 360,00 ; R$ 212,00 ;5;
11/08/2023 15:38; R$ 523,00 ; R$ 993,00 ; R$ 470,00 ;10;
11/08/2023 15:38; R$ 227,00 ; R$ 528,00 ; R$ 301,00 ;8;
11/08/2023 15:37; R$ 684,00 ; R$ 1.423,00 ; R$ 739,00 ;16;
11/08/2023 15:34; R$ 552,00 ; R$ 1.052,00 ; R$ 500,00 ;12;
11/08/2023 15:32; R$ 768,00 ; R$ 1.311,00 ; R$ 543,00 ;16;
11/08/2023 15:31; R$ 528,00 ; R$ 1.150,00 ; R$ 622,00 ;13;
11/08/2023 15:28; R$ 461,00 ; R$ 1.004,00 ; R$ 543,00 ;12;
11/08/2023 15:26; R$ 401,00 ; R$ 675,00 ; R$ 274,00 ;8;
11/08/2023 15:23; R$ 326,00 ; R$ 782,00 ; R$ 456,00 ;10;
11/08/2023 15:18; R$ 278,00 ; R$ 506,00 ; R$ 228,00 ;7;
11/08/2023 15:18; R$ 242,00 ; R$ 475,00 ; R$ 233,00 ;6;
11/08/2023 15:18; R$ 453,00 ; R$ 827,00 ; R$ 374,00 ;11;
11/08/2023 15:15; R$ 203,00 ; R$ 363,00 ; R$ 160,00 ;7;
11/08/2023 15:13; R$ 260,00 ; R$ 530,00 ; R$ 270,00 ;8;
11/08/2023 15:11; R$ 226,00 ; R$ 388,00 ; R$ 162,00 ;6;
11/08/2023 15:09; R$ 658,00 ; R$ 1.375,00 ; R$ 717,00 ;13;
11/08/2023 15:09; R$ 152,00 ; R$ 344,00 ; R$ 192,00 ;3;
11/08/2023 15:06; R$ 563,00 ; R$ 873,00 ; R$ 310,00 ;11;
11/08/2023 15:04; R$ 502,00 ; R$ 1.022,00 ; R$ 520,00 ;15;
11/08/2023 15:02; R$ 378,00 ; R$ 751,00 ; R$ 373,00 ;9;
11/08/2023 15:01; R$ 251,00 ; R$ 550,00 ; R$ 299,00 ;7;
11/08/2023 15:01; R$ 508,00 ; R$ 994,00 ; R$ 486,00 ;9;
11/08/2023 14:59; R$ 716,00 ; R$ 1.610,00 ; R$ 894,00 ;14;
11/08/2023 14:55; R$ 236,00 ; R$ 578,00 ; R$ 342,00 ;5;
11/08/2023 14:51; R$ 370,00 ; R$ 762,00 ; R$ 392,00 ;10;
11/08/2023 14:49; R$ 250,00 ; R$ 416,00 ; R$ 166,00 ;5;
11/08/2023 14:46; R$ 254,00 ; R$ 584,00 ; R$ 330,00 ;7;
11/08/2023 14:46; R$ 429,00 ; R$ 998,00 ; R$ 569,00 ;14;
11/08/2023 14:45; R$ 414,00 ; R$ 987,00 ; R$ 573,00 ;10;
11/08/2023 14:45; R$ 605,00 ; R$ 1.265,00 ; R$ 660,00 ;15;
11/08/2023 14:42; R$ 388,00 ; R$ 681,00 ; R$ 293,00 ;13;
11/08/2023 14:35; R$ 64,00 ; R$ 148,00 ; R$ 84,00 ;2;
11/08/2023 14:33; R$ 466,00 ; R$ 974,00 ; R$ 508,00 ;10;
11/08/2023 14:31; R$ 247,00 ; R$ 484,00 ; R$ 237,00 ;6;
11/08/2023 14:26; R$ 427,00 ; R$ 813,00 ; R$ 386,00 ;9;
11/08/2023 14:26; R$ 312,00 ; R$ 593,00 ; R$ 281,00 ;7;
10/08/2023 19:10; R$ 42,00 ; R$ 73,00 ; R$ 31,00 ;2;
10/08/2023 19:09; R$ 262,00 ; R$ 453,00 ; R$ 191,00 ;6;
10/08/2023 19:08; R$ 490,00 ; R$ 1.048,00 ; R$ 558,00 ;12;
10/08/2023 19:08; R$ 273,00 ; R$ 536,00 ; R$ 263,00 ;5;
10/08/2023 19:06; R$ 332,00 ; R$ 687,00 ; R$ 355,00 ;10;
10/08/2023 19:06; R$ 420,00 ; R$ 858,00 ; R$ 438,00 ;9;
10/08/2023 19:02; R$ 759,00 ; R$ 1.446,00 ; R$ 687,00 ;15;
10/08/2023 19:01; R$ 710,00 ; R$ 1.444,00 ; R$ 734,00 ;15;
10/08/2023 19:00; R$ 816,00 ; R$ 1.593,00 ; R$ 777,00 ;15;
10/08/2023 18:46; R$ 484,00 ; R$ 972,00 ; R$ 488,00 ;13;
10/08/2023 18:45; R$ 707,00 ; R$ 1.292,00 ; R$ 585,00 ;15;
10/08/2023 18:42; R$ 543,00 ; R$ 1.248,00 ; R$ 705,00 ;12;
10/08/2023 18:40; R$ 302,00 ; R$ 699,00 ; R$ 397,00 ;8;
10/08/2023 18:39; R$ 417,00 ; R$ 771,00 ; R$ 354,00 ;10;
10/08/2023 18:30; R$ 72,00 ; R$ 147,00 ; R$ 75,00 ;2;
10/08/2023 18:29; R$ 125,00 ; R$ 217,00 ; R$ 92,00 ;4;
10/08/2023 18:18; R$ 404,00 ; R$ 689,00 ; R$ 285,00 ;10;
10/08/2023 18:17; R$ 457,00 ; R$ 875,00 ; R$ 418,00 ;10;
10/08/2023 18:15; R$ 54,00 ; R$ 102,00 ; R$ 48,00 ;2;
10/08/2023 18:14; R$ 473,00 ; R$ 1.018,00 ; R$ 545,00 ;13;
10/08/2023 18:14; R$ 239,00 ; R$ 473,00 ; R$ 234,00 ;8;
10/08/2023 18:13; R$ 588,00 ; R$ 1.165,00 ; R$ 577,00 ;13;
10/08/2023 18:11; R$ 195,00 ; R$ 325,00 ; R$ 130,00 ;3;
10/08/2023 18:10; R$ 516,00 ; R$ 1.048,00 ; R$ 532,00 ;14;
10/08/2023 18:08; R$ 476,00 ; R$ 912,00 ; R$ 436,00 ;10;
10/08/2023 18:08; R$ 323,00 ; R$ 657,00 ; R$ 334,00 ;7;
10/08/2023 18:00; R$ 103,00 ; R$ 377,00 ; R$ 274,00 ;3;
10/08/2023 18:00; R$ 280,00 ; R$ 554,00 ; R$ 274,00 ;7;
10/08/2023 17:59; R$ 429,00 ; R$ 822,00 ; R$ 393,00 ;11;
10/08/2023 17:55; R$ 505,00 ; R$ 1.061,00 ; R$ 556,00 ;9;
10/08/2023 17:53; R$ 240,00 ; R$ 479,00 ; R$ 239,00 ;6;
10/08/2023 17:50; R$ 633,00 ; R$ 1.202,00 ; R$ 569,00 ;16;
10/08/2023 17:48; R$ 260,00 ; R$ 386,00 ; R$ 126,00 ;3;
10/08/2023 17:46; R$ 538,00 ; R$ 1.163,00 ; R$ 625,00 ;13;
10/08/2023 17:38; R$ 361,00 ; R$ 811,00 ; R$ 450,00 ;9;
10/08/2023 17:37; R$ 229,00 ; R$ 434,00 ; R$ 205,00 ;5;
10/08/2023 17:33; R$ 278,00 ; R$ 556,00 ; R$ 278,00 ;4;
10/08/2023 17:33; R$ 478,00 ; R$ 1.136,00 ; R$ 658,00 ;13;
10/08/2023 17:33; R$ 434,00 ; R$ 807,00 ; R$ 373,00 ;8;
10/08/2023 17:33; R$ 717,00 ; R$ 1.344,00 ; R$ 627,00 ;13;
10/08/2023 17:30; R$ 357,00 ; R$ 657,00 ; R$ 300,00 ;9;
10/08/2023 17:27; R$ 126,00 ; R$ 231,00 ; R$ 105,00 ;3;
10/08/2023 17:27; R$ 510,00 ; R$ 890,00 ; R$ 380,00 ;11;
10/08/2023 17:21; R$ 581,00 ; R$ 1.152,00 ; R$ 571,00 ;16;
10/08/2023 17:16; R$ 44,00 ; R$ 100,00 ; R$ 56,00 ;2;
10/08/2023 17:15; R$ 210,00 ; R$ 398,00 ; R$ 188,00 ;6;
10/08/2023 17:07; R$ 75,00 ; R$ 114,00 ; R$ 39,00 ;3;
10/08/2023 17:04; R$ 580,00 ; R$ 1.316,00 ; R$ 736,00 ;16;
10/08/2023 17:03; R$ 237,00 ; R$ 548,00 ; R$ 311,00 ;5;
10/08/2023 17:01; R$ 149,00 ; R$ 387,00 ; R$ 238,00 ;4;
10/08/2023 16:45; R$ 628,00 ; R$ 1.290,00 ; R$ 662,00 ;14;
10/08/2023 16:44; R$ 373,00 ; R$ 792,00 ; R$ 419,00 ;10;
10/08/2023 16:44; R$ 429,00 ; R$ 820,00 ; R$ 391,00 ;8;
10/08/2023 16:41; R$ 270,00 ; R$ 517,00 ; R$ 247,00 ;8;
10/08/2023 16:38; R$ 92,00 ; R$ 177,00 ; R$ 85,00 ;2;
10/08/2023 16:34; R$ 383,00 ; R$ 798,00 ; R$ 415,00 ;9;
10/08/2023 16:26; R$ 683,00 ; R$ 1.503,00 ; R$ 820,00 ;16;
10/08/2023 16:26; R$ 253,00 ; R$ 478,00 ; R$ 225,00 ;5;
10/08/2023 16:23; R$ 648,00 ; R$ 1.358,00 ; R$ 710,00 ;16;
10/08/2023 16:22; R$ 63,00 ; R$ 133,00 ; R$ 70,00 ;2;
10/08/2023 16:17; R$ 360,00 ; R$ 736,00 ; R$ 376,00 ;8;
10/08/2023 16:04; R$ 353,00 ; R$ 729,00 ; R$ 376,00 ;8;
10/08/2023 16:03; R$ 373,00 ; R$ 773,00 ; R$ 400,00 ;9;
10/08/2023 16:01; R$ 243,00 ; R$ 416,00 ; R$ 173,00 ;6;
10/08/2023 15:59; R$ 67,00 ; R$ 136,00 ; R$ 69,00 ;3;
10/08/2023 15:54; R$ 281,00 ; R$ 562,00 ; R$ 281,00 ;8;
10/08/2023 15:46; R$ 594,00 ; R$ 1.097,00 ; R$ 503,00 ;13;
10/08/2023 15:45; R$ 177,00 ; R$ 253,00 ; R$ 76,00 ;2;
10/08/2023 15:39; R$ 106,00 ; R$ 239,00 ; R$ 133,00 ;2;
10/08/2023 15:37; R$ 407,00 ; R$ 842,00 ; R$ 435,00 ;9;
10/08/2023 15:26; R$ 685,00 ; R$ 1.536,00 ; R$ 851,00 ;16;
10/08/2023 15:18; R$ 192,00 ; R$ 499,00 ; R$ 307,00 ;6;
10/08/2023 15:17; R$ 320,00 ; R$ 604,00 ; R$ 284,00 ;7;
10/08/2023 15:15; R$ 69,00 ; R$ 234,00 ; R$ 165,00 ;3;
10/08/2023 15:13; R$ 334,00 ; R$ 739,00 ; R$ 405,00 ;5;
10/08/2023 15:06; R$ 398,00 ; R$ 762,00 ; R$ 364,00 ;7;
10/08/2023 15:06; R$ 72,00 ; R$ 148,00 ; R$ 76,00 ;2;
10/08/2023 15:04; R$ 194,00 ; R$ 386,00 ; R$ 192,00 ;5;
10/08/2023 15:02; R$ 422,00 ; R$ 852,00 ; R$ 430,00 ;10;
10/08/2023 14:58; R$ 266,00 ; R$ 455,00 ; R$ 189,00 ;5;
10/08/2023 14:56; R$ 348,00 ; R$ 621,00 ; R$ 273,00 ;9;
10/08/2023 14:54; R$ 376,00 ; R$ 715,00 ; R$ 339,00 ;7;
10/08/2023 14:51; R$ 589,00 ; R$ 1.246,00 ; R$ 657,00 ;11;
10/08/2023 14:50; R$ 273,00 ; R$ 553,00 ; R$ 280,00 ;9;
10/08/2023 14:48; R$ 404,00 ; R$ 741,00 ; R$ 337,00 ;10;
10/08/2023 14:46; R$ 173,00 ; R$ 377,00 ; R$ 204,00 ;5;
10/08/2023 14:42; R$ 130,00 ; R$ 261,00 ; R$ 131,00 ;5;
10/08/2023 14:41; R$ 471,00 ; R$ 886,00 ; R$ 415,00 ;9;
10/08/2023 14:40; R$ 556,00 ; R$ 1.368,00 ; R$ 812,00 ;15;
10/08/2023 14:39; R$ 547,00 ; R$ 1.009,00 ; R$ 462,00 ;11;
10/08/2023 14:39; R$ 554,00 ; R$ 1.099,00 ; R$ 545,00 ;13;
10/08/2023 14:35; R$ 426,00 ; R$ 855,00 ; R$ 429,00 ;12;
10/08/2023 14:31; R$ 181,00 ; R$ 283,00 ; R$ 102,00 ;4;
10/08/2023 14:27; R$ 527,00 ; R$ 1.104,00 ; R$ 577,00 ;15;
09/08/2023 19:06; R$ 204,00 ; R$ 437,00 ; R$ 233,00 ;5;
09/08/2023 19:04; R$ 586,00 ; R$ 1.251,00 ; R$ 665,00 ;13;
09/08/2023 19:02; R$ 468,00 ; R$ 1.080,00 ; R$ 612,00 ;13;
09/08/2023 18:57; R$ 134,00 ; R$ 290,00 ; R$ 156,00 ;5;
09/08/2023 18:57; R$ 680,00 ; R$ 1.404,00 ; R$ 724,00 ;15;
09/08/2023 18:54; R$ 497,00 ; R$ 871,00 ; R$ 374,00 ;10;
09/08/2023 18:51; R$ 165,00 ; R$ 368,00 ; R$ 203,00 ;5;
09/08/2023 18:39; R$ 52,00 ; R$ 117,00 ; R$ 65,00 ;2;
09/08/2023 18:37; R$ 562,00 ; R$ 1.214,00 ; R$ 652,00 ;15;
09/08/2023 18:34; R$ 171,00 ; R$ 328,00 ; R$ 157,00 ;4;
09/08/2023 18:33; R$ 413,00 ; R$ 870,00 ; R$ 457,00 ;9;
09/08/2023 18:33; R$ 603,00 ; R$ 1.146,00 ; R$ 543,00 ;12;
09/08/2023 18:32; R$ 249,00 ; R$ 605,00 ; R$ 356,00 ;8;
09/08/2023 18:31; R$ 175,00 ; R$ 351,00 ; R$ 176,00 ;3;
09/08/2023 18:29; R$ 557,00 ; R$ 997,00 ; R$ 440,00 ;14;
09/08/2023 18:29; R$ 463,00 ; R$ 966,00 ; R$ 503,00 ;10;
09/08/2023 18:21; R$ 178,00 ; R$ 327,00 ; R$ 149,00 ;3;
09/08/2023 18:19; R$ 162,00 ; R$ 306,00 ; R$ 144,00 ;5;
09/08/2023 18:17; R$ 376,00 ; R$ 645,00 ; R$ 269,00 ;10;
09/08/2023 18:16; R$ 206,00 ; R$ 311,00 ; R$ 105,00 ;6;
09/08/2023 18:12; R$ 521,00 ; R$ 1.027,00 ; R$ 506,00 ;10;
09/08/2023 18:11; R$ 428,00 ; R$ 822,00 ; R$ 394,00 ;10;
09/08/2023 18:09; R$ 27,00 ; R$ 51,00 ; R$ 24,00 ;2;
09/08/2023 18:06; R$ 336,00 ; R$ 623,00 ; R$ 287,00 ;8;
09/08/2023 18:05; R$ 281,00 ; R$ 502,00 ; R$ 221,00 ;8;
09/08/2023 18:02; R$ 605,00 ; R$ 1.254,00 ; R$ 649,00 ;14;
09/08/2023 17:57; R$ 330,00 ; R$ 620,00 ; R$ 290,00 ;9;
09/08/2023 17:53; R$ 372,00 ; R$ 659,00 ; R$ 287,00 ;8;
09/08/2023 17:53; R$ 206,00 ; R$ 404,00 ; R$ 198,00 ;5;
09/08/2023 17:49; R$ 175,00 ; R$ 446,00 ; R$ 271,00 ;4;
09/08/2023 17:49; R$ 401,00 ; R$ 706,00 ; R$ 305,00 ;11;
09/08/2023 17:49; R$ 739,00 ; R$ 1.440,00 ; R$ 701,00 ;16;
09/08/2023 17:48; R$ 174,00 ; R$ 299,00 ; R$ 125,00 ;4;
09/08/2023 17:45; R$ 184,00 ; R$ 363,00 ; R$ 179,00 ;4;
09/08/2023 17:44; R$ 363,00 ; R$ 786,00 ; R$ 423,00 ;8;
09/08/2023 17:38; R$ 661,00 ; R$ 1.236,00 ; R$ 575,00 ;15;
09/08/2023 17:37; R$ 200,00 ; R$ 363,00 ; R$ 163,00 ;5;
09/08/2023 17:31; R$ 224,00 ; R$ 461,00 ; R$ 237,00 ;6;
09/08/2023 17:31; R$ 545,00 ; R$ 992,00 ; R$ 447,00 ;12;
09/08/2023 17:29; R$ 473,00 ; R$ 945,00 ; R$ 472,00 ;7;
09/08/2023 17:29; R$ 461,00 ; R$ 976,00 ; R$ 515,00 ;15;
09/08/2023 17:28; R$ 458,00 ; R$ 889,00 ; R$ 431,00 ;10;
09/08/2023 17:22; R$ 46,00 ; R$ 114,00 ; R$ 68,00 ;2;
09/08/2023 17:22; R$ 537,00 ; R$ 915,00 ; R$ 378,00 ;12;
09/08/2023 17:17; R$ 587,00 ; R$ 1.181,00 ; R$ 594,00 ;16;
09/08/2023 17:16; R$ 145,00 ; R$ 278,00 ; R$ 133,00 ;4;
09/08/2023 17:15; R$ 344,00 ; R$ 698,00 ; R$ 354,00 ;8;
09/08/2023 17:13; R$ 412,00 ; R$ 772,00 ; R$ 360,00 ;10;
09/08/2023 17:09; R$ 80,00 ; R$ 209,00 ; R$ 129,00 ;3;
09/08/2023 17:09; R$ 141,00 ; R$ 359,00 ; R$ 218,00 ;3;
09/08/2023 17:03; R$ 111,00 ; R$ 178,00 ; R$ 67,00 ;3;
09/08/2023 17:02; R$ 224,00 ; R$ 491,00 ; R$ 267,00 ;5;
09/08/2023 16:57; R$ 139,00 ; R$ 202,00 ; R$ 63,00 ;2;
09/08/2023 16:57; R$ 404,00 ; R$ 891,00 ; R$ 487,00 ;10;
09/08/2023 16:52; R$ 160,00 ; R$ 367,00 ; R$ 207,00 ;5;
09/08/2023 16:46; R$ 605,00 ; R$ 1.117,00 ; R$ 512,00 ;14;
09/08/2023 16:44; R$ 124,00 ; R$ 250,00 ; R$ 126,00 ;3;
09/08/2023 16:42; R$ 249,00 ; R$ 552,00 ; R$ 303,00 ;8;
09/08/2023 16:42; R$ 283,00 ; R$ 571,00 ; R$ 288,00 ;9;
09/08/2023 16:40; R$ 308,00 ; R$ 563,00 ; R$ 255,00 ;6;
09/08/2023 16:28; R$ 384,00 ; R$ 797,00 ; R$ 413,00 ;8;
09/08/2023 16:26; R$ 548,00 ; R$ 1.167,00 ; R$ 619,00 ;14;
09/08/2023 16:25; R$ 159,00 ; R$ 337,00 ; R$ 178,00 ;3;
09/08/2023 16:17; R$ 481,00 ; R$ 1.038,00 ; R$ 557,00 ;12;
09/08/2023 16:10; R$ 415,00 ; R$ 795,00 ; R$ 380,00 ;8;
09/08/2023 16:07; R$ 125,00 ; R$ 256,00 ; R$ 131,00 ;3;
09/08/2023 16:07; R$ 50,00 ; R$ 120,00 ; R$ 70,00 ;2;
09/08/2023 16:06; R$ 360,00 ; R$ 604,00 ; R$ 244,00 ;8;
09/08/2023 16:05; R$ 246,00 ; R$ 494,00 ; R$ 248,00 ;6;
09/08/2023 16:05; R$ 414,00 ; R$ 728,00 ; R$ 314,00 ;7;
09/08/2023 16:05; R$ 411,00 ; R$ 801,00 ; R$ 390,00 ;10;
09/08/2023 16:03; R$ 647,00 ; R$ 1.371,00 ; R$ 724,00 ;13;
09/08/2023 15:58; R$ 519,00 ; R$ 1.079,00 ; R$ 560,00 ;12;
09/08/2023 15:57; R$ 349,00 ; R$ 656,00 ; R$ 307,00 ;8;
09/08/2023 15:56; R$ 606,00 ; R$ 1.203,00 ; R$ 597,00 ;14;
09/08/2023 15:55; R$ 382,00 ; R$ 797,00 ; R$ 415,00 ;9;
09/08/2023 15:52; R$ 277,00 ; R$ 693,00 ; R$ 416,00 ;7;
09/08/2023 15:51; R$ 238,00 ; R$ 532,00 ; R$ 294,00 ;6;
09/08/2023 15:50; R$ 266,00 ; R$ 475,00 ; R$ 209,00 ;6;
09/08/2023 15:48; R$ 597,00 ; R$ 1.121,00 ; R$ 524,00 ;13;
09/08/2023 15:41; R$ 194,00 ; R$ 340,00 ; R$ 146,00 ;4;
09/08/2023 15:41; R$ 515,00 ; R$ 1.076,00 ; R$ 561,00 ;14;
09/08/2023 15:38; R$ 155,00 ; R$ 374,00 ; R$ 219,00 ;4;
09/08/2023 15:38; R$ 642,00 ; R$ 1.083,00 ; R$ 441,00 ;10;
09/08/2023 15:36; R$ 145,00 ; R$ 233,00 ; R$ 88,00 ;3;
09/08/2023 15:35; R$ 303,00 ; R$ 696,00 ; R$ 393,00 ;8;
09/08/2023 15:34; R$ 594,00 ; R$ 981,00 ; R$ 387,00 ;12;
09/08/2023 15:33; R$ 648,00 ; R$ 1.120,00 ; R$ 472,00 ;16;
09/08/2023 15:32; R$ 496,00 ; R$ 1.068,00 ; R$ 572,00 ;13;
09/08/2023 15:31; R$ 404,00 ; R$ 977,00 ; R$ 573,00 ;11;
09/08/2023 15:24; R$ 396,00 ; R$ 666,00 ; R$ 270,00 ;9;
09/08/2023 15:22; R$ 483,00 ; R$ 1.143,00 ; R$ 660,00 ;11;
09/08/2023 15:21; R$ 540,00 ; R$ 1.093,00 ; R$ 553,00 ;13;
09/08/2023 15:18; R$ 683,00 ; R$ 1.314,00 ; R$ 631,00 ;13;
09/08/2023 15:13; R$ 511,00 ; R$ 906,00 ; R$ 395,00 ;12;
09/08/2023 15:11; R$ 599,00 ; R$ 1.113,00 ; R$ 514,00 ;16;
09/08/2023 15:11; R$ 631,00 ; R$ 1.132,00 ; R$ 501,00 ;15;
09/08/2023 15:11; R$ 316,00 ; R$ 709,00 ; R$ 393,00 ;8;
09/08/2023 15:02; R$ 522,00 ; R$ 1.154,00 ; R$ 632,00 ;12;
09/08/2023 14:59; R$ 226,00 ; R$ 460,00 ; R$ 234,00 ;4;
09/08/2023 14:54; R$ 254,00 ; R$ 476,00 ; R$ 222,00 ;4;
09/08/2023 14:52; R$ 285,00 ; R$ 615,00 ; R$ 330,00 ;7;
09/08/2023 14:48; R$ 257,00 ; R$ 575,00 ; R$ 318,00 ;5;
09/08/2023 14:48; R$ 92,00 ; R$ 178,00 ; R$ 86,00 ;3;
09/08/2023 14:46; R$ 286,00 ; R$ 552,00 ; R$ 266,00 ;6;
09/08/2023 14:46; R$ 93,00 ; R$ 198,00 ; R$ 105,00 ;3;
09/08/2023 14:44; R$ 549,00 ; R$ 877,00 ; R$ 328,00 ;9;
09/08/2023 14:40; R$ 271,00 ; R$ 612,00 ; R$ 341,00 ;7;
09/08/2023 14:36; R$ 481,00 ; R$ 1.063,00 ; R$ 582,00 ;12;
09/08/2023 14:33; R$ 159,00 ; R$ 287,00 ; R$ 128,00 ;3;
09/08/2023 14:32; R$ 244,00 ; R$ 486,00 ; R$ 242,00 ;5;
09/08/2023 14:26; R$ 430,00 ; R$ 832,00 ; R$ 402,00 ;11;
